source target weight
"smiling face with heart-eyes" "smiling face with halo" 2
"smiling face with heart-eyes" "smiling face with horns" 3
"smiling face with heart-eyes" "smiling face with smiling eyes" 14
"smiling face with heart-eyes" "smiling face with sunglasses" 3
"smiling face with heart-eyes" "smirking face" 2
"smiling face with heart-eyes" "sneezing face" 1
"smiling face with heart-eyes" sparkles 9
"smiling face with heart-eyes" "sparkling heart" 25
"smiling face with heart-eyes" "speak-no-evil monkey" 1
"smiling face with heart-eyes" "squinting face with tongue" 1
"smiling face with heart-eyes" star-struck 13
"smiling face with heart-eyes" "star of david" 1
"smiling face with heart-eyes" sun 1
"smiling face with heart-eyes" sunflower 1
"smiling face with heart-eyes" "sweat droplets" 2
"smiling face with heart-eyes" syringe 1
"smiling face with heart-eyes" t-rex 2
"smiling face with heart-eyes" "tear-off calendar" 1
"smiling face with heart-eyes" "thinking face" 2
"smiling face with heart-eyes" "thumbs up" 8
"smiling face with heart-eyes" "thumbs up light skin tone" 1
"smiling face with heart-eyes" "thumbs up medium-dark skin tone" 1
"smiling face with heart-eyes" "thumbs up medium-light skin tone" 1
"smiling face with heart-eyes" "thumbs up medium skin tone" 1
"smiling face with heart-eyes" "tired face" 2
"smiling face with heart-eyes" "tumbler glass" 1
"smiling face with heart-eyes" "two hearts" 30
"smiling face with heart-eyes" "upside-down face" 2
"smiling face with heart-eyes" "water wave" 1
"smiling face with heart-eyes" "weary face" 7
"smiling face with heart-eyes" "white heavy check mark" 1
"smiling face with heart-eyes" "white medium star" 2
"smiling face with heart-eyes" "wilted flower" 2
"smiling face with heart-eyes" "wine glass" 1
"smiling face with heart-eyes" "winking face" 6
"smiling face with heart-eyes" "winking face with tongue" 2
"smiling face with heart-eyes" "wolf face" 1
"smiling face with heart-eyes" "woman shrugging" 1
"smiling face with heart-eyes" "woman shrugging light skin tone" 1
"smiling face with heart-eyes" "yellow heart" 10
"smiling face with heart-eyes" "zany face" 3
"smiling face with horns" "artist palette" 3
"smiling face with horns" "barber pole" 1
"smiling face with horns" "black heart" 1
"smiling face with horns" "blue heart" 1
"smiling face with horns" chains 1
"smiling face with horns" "cherry blossom" 1
"smiling face with horns" "clown face" 1
"smiling face with horns" "cowboy hat face" 1
"smiling face with horns" "desktop computer" 1
"smiling face with horns" dizzy 1
"smiling face with horns" "double exclamation mark" 3
"smiling face with horns" eyes 2
"smiling face with horns" "face screaming in fear" 1
"smiling face with horns" "face with raised eyebrow" 1
"smiling face with horns" "face with tears of joy" 1
"smiling face with horns" fire 5
"smiling face with horns" "flexed biceps" 3
"smiling face with horns" "floppy disk" 1
"smiling face with horns" ghost 1
"smiling face with horns" "green heart" 1
"smiling face with horns" "grimacing face" 1
"smiling face with horns" "growing heart" 1
"smiling face with horns" jack-o-lantern 1
"smiling face with horns" "party popper" 2
"smiling face with horns" "purple heart" 4
"smiling face with horns" "revolving hearts" 1
"smiling face with horns" "sign of the horns" 2
"smiling face with horns" skull 1
"smiling face with horns" "smiling face with halo" 1
"smiling face with horns" "smiling face with heart-eyes" 1
"smiling face with horns" "smiling face with smiling eyes" 1
"smiling face with horns" "smiling face with sunglasses" 1
"smiling face with horns" "smirking face" 1
"smiling face with horns" sparkles 4
"smiling face with horns" "sweat droplets" 1
"smiling face with horns" "thumbs up" 1
"smiling face with horns" "thumbs up light skin tone" 1
"smiling face with horns" tongue 2
"smiling face with horns" "two hearts" 1
"smiling face with horns" "umbrella with rain drops" 1
"smiling face with horns" "victory hand" 1
"smiling face with horns" "white medium star" 1
"smiling face with horns" "wine glass" 1
"smiling face with horns" "winking face" 1
"smiling face with horns" "winking face with tongue" 2
"smiling face with horns" "zany face" 1
"smiling face with smiling eyes" "artist palette" 12
"smiling face with smiling eyes" "backhand index pointing down" 1
"smiling face with smiling eyes" "beaming face with smiling eyes" 8
"smiling face with smiling eyes" "beating heart" 2
"smiling face with smiling eyes" "black heart" 5
"smiling face with smiling eyes" "blue heart" 3
"smiling face with smiling eyes" bouquet 2
"smiling face with smiling eyes" "broken heart" 1
"smiling face with smiling eyes" "camera with flash" 1
"smiling face with smiling eyes" "cherry blossom" 1
"smiling face with smiling eyes" "christmas tree" 1
"smiling face with smiling eyes" "clapper board" 1
"smiling face with smiling eyes" "clapping hands" 1
"smiling face with smiling eyes" "crossed fingers" 1
"smiling face with smiling eyes" dog 1
"smiling face with smiling eyes" dragon 1
"smiling face with smiling eyes" "exclamation mark" 1
"smiling face with smiling eyes" eyes 1
"smiling face with smiling eyes" "face blowing a kiss" 2
"smiling face with smiling eyes" "face savoring food" 1
"smiling face with smiling eyes" "face with hand over mouth" 1
"smiling face with smiling eyes" "face with steam from nose" 1
"smiling face with smiling eyes" "face with tears of joy" 2
"smiling face with smiling eyes" "fallen leaf" 1
"smiling face with smiling eyes" fire 1
"smiling face with smiling eyes" "flexed biceps medium skin tone" 1
"smiling face with smiling eyes" "folded hands" 4
"smiling face with smiling eyes" "folded hands light skin tone" 1
"smiling face with smiling eyes" "framed picture" 3
"smiling face with smiling eyes" "frowning face" 1
"smiling face with smiling eyes" "globe showing americas" 2
"smiling face with smiling eyes" "globe showing europe-africa" 2
"smiling face with smiling eyes" "glowing star" 2
"smiling face with smiling eyes" "green heart" 5
"smiling face with smiling eyes" "grimacing face" 5
"smiling face with smiling eyes" "grinning face" 1
"smiling face with smiling eyes" "grinning face with smiling eyes" 4
"smiling face with smiling eyes" "grinning face with sweat" 3
"smiling face with smiling eyes" "growing heart" 5
"smiling face with smiling eyes" handbag 1
"smiling face with smiling eyes" "hatching chick" 1
"smiling face with smiling eyes" headphone 1
"smiling face with smiling eyes" "heart suit" 2
"smiling face with smiling eyes" "heart with ribbon" 2
"smiling face with smiling eyes" herb 1
"smiling face with smiling eyes" honeybee 1
"smiling face with smiling eyes" "horse face" 1
"smiling face with smiling eyes" "hot beverage" 3
"smiling face with smiling eyes" "hugging face" 4
"smiling face with smiling eyes" "hundred points" 1
"smiling face with smiling eyes" jack-o-lantern 1
"smiling face with smiling eyes" "kissing face with closed eyes" 1
"smiling face with smiling eyes" "locked with key" 1
"smiling face with smiling eyes" "loudly crying face" 1
"smiling face with smiling eyes" memo 1
"smiling face with smiling eyes" "middle finger" 1
"smiling face with smiling eyes" "milky way" 1
"smiling face with smiling eyes" "musical notes" 1
"smiling face with smiling eyes" "nerd face" 1
"smiling face with smiling eyes" "ok hand" 3
"smiling face with smiling eyes" owl 1
"smiling face with smiling eyes" paintbrush 1
"smiling face with smiling eyes" "party popper" 1
"smiling face with smiling eyes" pen 1
"smiling face with smiling eyes" pencil 1
"smiling face with smiling eyes" "pleading face" 2
"smiling face with smiling eyes" "pouting face" 1
"smiling face with smiling eyes" "purple heart" 11
"smiling face with smiling eyes" "raised hand" 1
"smiling face with smiling eyes" "raising hands" 3
"smiling face with smiling eyes" "raising hands dark skin tone" 1
"smiling face with smiling eyes" "red heart" 29
"smiling face with smiling eyes" "regional indicator symbol letter u" 1
"smiling face with smiling eyes" "revolving hearts" 5
"smiling face with smiling eyes" "right arrow" 2
"smiling face with smiling eyes" "see-no-evil monkey" 1
"smiling face with smiling eyes" "sign of the horns" 1
"smiling face with smiling eyes" "slightly smiling face" 1
"smiling face with smiling eyes" "smiling face" 2
"smiling face with smiling eyes" "smiling face with 3 hearts" 7
"smiling face with smiling eyes" "smiling face with halo" 2
"smiling face with smiling eyes" "smiling face with heart-eyes" 14
"smiling face with smiling eyes" "smiling face with horns" 1
"smiling face with smiling eyes" "smiling face with sunglasses" 1
"smiling face with smiling eyes" "smirking face" 1
"smiling face with smiling eyes" sparkles 14
"smiling face with smiling eyes" "sparkling heart" 8
"smiling face with smiling eyes" "spiral calendar" 2
"smiling face with smiling eyes" "sun with face" 2
"smiling face with smiling eyes" "telephone receiver" 1
"smiling face with smiling eyes" "thumbs up" 15
"smiling face with smiling eyes" "thumbs up medium-light skin tone" 1
"smiling face with smiling eyes" "thumbs up medium skin tone" 1
"smiling face with smiling eyes" tractor 1
"smiling face with smiling eyes" "two hearts" 21
"smiling face with smiling eyes" "upside-down face" 1
"smiling face with smiling eyes" "victory hand" 3
"smiling face with smiling eyes" violin 1
"smiling face with smiling eyes" "waving hand" 1
"smiling face with smiling eyes" "wine glass" 1
"smiling face with smiling eyes" "winking face with tongue" 1
"smiling face with smiling eyes" "woman dancing light skin tone" 1
"smiling face with smiling eyes" "woman shrugging medium-light skin tone" 1
"smiling face with smiling eyes" "writing hand" 2
"smiling face with smiling eyes" "writing hand light skin tone" 1
"smiling face with smiling eyes" "writing hand medium-light skin tone" 1
"smiling face with smiling eyes" "yellow heart" 2
"smiling face with sunglasses" ant 1
"smiling face with sunglasses" "artist palette" 2
"smiling face with sunglasses" "baby bottle" 2
"smiling face with sunglasses" "backhand index pointing left" 1
"smiling face with sunglasses" "backhand index pointing right" 8
"smiling face with sunglasses" "beaming face with smiling eyes" 3
"smiling face with sunglasses" "black heart" 1
"smiling face with sunglasses" "bottle with popping cork" 1
"smiling face with sunglasses" bus 1
"smiling face with sunglasses" "call me hand" 2
"smiling face with sunglasses" "call me hand medium-dark skin tone" 1
"smiling face with sunglasses" "call me hand medium-light skin tone" 2
"smiling face with sunglasses" camera 1
"smiling face with sunglasses" "camera with flash" 2
"smiling face with sunglasses" "cherry blossom" 1
"smiling face with sunglasses" "clapper board" 1
"smiling face with sunglasses" "clapping hands" 3
"smiling face with sunglasses" collision 3
"smiling face with sunglasses" crown 1
"smiling face with sunglasses" "face blowing a kiss" 4
"smiling face with sunglasses" "face screaming in fear" 1
"smiling face with sunglasses" "face with raised eyebrow" 1
"smiling face with sunglasses" "face with steam from nose" 1
"smiling face with sunglasses" "face with tears of joy" 2
"smiling face with sunglasses" "face with tongue" 1
"smiling face with sunglasses" fire 5
"smiling face with sunglasses" "flexed biceps" 1
"smiling face with sunglasses" "folded hands" 1
"smiling face with sunglasses" "game die" 1
"smiling face with sunglasses" "glowing star" 1
"smiling face with sunglasses" "grinning face" 2
"smiling face with sunglasses" "growing heart" 1
"smiling face with sunglasses" "heart suit" 1
"smiling face with sunglasses" "hugging face" 1
"smiling face with sunglasses" "hundred points" 1
"smiling face with sunglasses" "index pointing up" 1
"smiling face with sunglasses" "loudly crying face" 1
"smiling face with sunglasses" "middle finger" 1
"smiling face with sunglasses" "mobile phone" 1
"smiling face with sunglasses" mushroom 1
"smiling face with sunglasses" "musical notes" 2
"smiling face with sunglasses" "nerd face" 1
"smiling face with sunglasses" "ok hand" 5
"smiling face with sunglasses" "ok hand medium-dark skin tone" 1
"smiling face with sunglasses" "oncoming fist" 2
"smiling face with sunglasses" "orange heart" 1
"smiling face with sunglasses" "palm tree" 2
"smiling face with sunglasses" "party popper" 1
"smiling face with sunglasses" pistol 1
"smiling face with sunglasses" "raising hands" 1
"smiling face with sunglasses" "red heart" 3
"smiling face with sunglasses" "regional indicator symbol letter s" 1
"smiling face with sunglasses" "regional indicator symbol letter u" 2
"smiling face with sunglasses" "relieved face" 1
"smiling face with sunglasses" "revolving hearts" 1
"smiling face with sunglasses" shark 1
"smiling face with sunglasses" "sheaf of rice" 1
"smiling face with sunglasses" "sign of the horns" 1
"smiling face with sunglasses" "skull and crossbones" 1
"smiling face with sunglasses" "smiling face with heart-eyes" 7
"smiling face with sunglasses" "smiling face with smiling eyes" 1
"smiling face with sunglasses" sparkles 3
"smiling face with sunglasses" "sparkling heart" 3
"smiling face with sunglasses" star-struck 1
"smiling face with sunglasses" sunglasses 1
"smiling face with sunglasses" "telephone receiver" 1
"smiling face with sunglasses" "thinking face" 1
"smiling face with sunglasses" "thumbs up" 9
"smiling face with sunglasses" "trade mark" 1
"smiling face with sunglasses" "triangular ruler" 1
"smiling face with sunglasses" "unicorn face" 1
"smiling face with sunglasses" "victory hand light skin tone" 1
"smiling face with sunglasses" "victory hand medium skin tone" 1
"smiling face with sunglasses" "water wave" 1
"smiling face with sunglasses" "winking face" 3
"smiling face with sunglasses" "wolf face" 2
"smiling face with sunglasses" "zany face" 1
"smiling face with sunglasses" "zipper-mouth face" 1
"smirking face" "artist palette" 1
"smirking face" "backhand index pointing right" 1
"smirking face" collision 1
"smirking face" "dog face" 1
"smirking face" doughnut 1
"smirking face" "drooling face" 1
"smirking face" eggplant 1
"smirking face" "face blowing a kiss" 1
"smirking face" "face with rolling eyes" 1
"smirking face" "face with tears of joy" 1
"smirking face" fire 1
"smirking face" goblin 1
"smirking face" "grinning face with sweat" 1
"smirking face" "grinning squinting face" 1
"smirking face" "kissing face with closed eyes" 1
"smirking face" "man facepalming" 2
"smirking face" "money bag" 1
"smirking face" "ok hand" 1
"smirking face" "ok hand light skin tone" 1
"smirking face" "purple heart" 2
"smirking face" "red heart" 3
"smirking face" "regional indicator symbol letter g" 1
